"gene_id" "effective_length"
"ENSG00000100325.14" 2051.93
"ENSG00000100330.15" 5873.83
"ENSG00000100335.13" 4710.2
"ENSG00000100336.17" 1166.98
"ENSG00000100341.11" 1779.96
"ENSG00000100342.20" 2106.84
"ENSG00000100344.10" 1963.99
"ENSG00000100345.20" 6589.05
"ENSG00000100346.17" 9633.16
"ENSG00000100347.14" 1477.66
"ENSG00000100348.9" 1017.62
"ENSG00000100350.14" 4364.02
"ENSG00000100351.16" 505.17
"ENSG00000100353.17" 1455.14
"ENSG00000100354.20" 9823.7
"ENSG00000100359.20" 1653.3
"ENSG00000100360.14" 1169.21
"ENSG00000100362.12" 267.37
"ENSG00000100364.18" 2815.64
"ENSG00000100365.14" 925.91
"ENSG00000100368.13" 2944.66
"ENSG00000100372.14" 1671
"ENSG00000100373.9" 580.18
"ENSG00000100376.11" 1083.23
"ENSG00000100379.17" 827.06
"ENSG00000100380.13" 1895.67
"ENSG00000100385.13" 3854.16
"ENSG00000100387.8" 912.57
"ENSG00000100393.11" 5070.88
"ENSG00000100395.14" 3030.99
"ENSG00000100399.15" 1989.16
"ENSG00000100401.19" 2740.8
"ENSG00000100403.11" 5647.64
"ENSG00000100410.7" 771.18
"ENSG00000100412.15" 2379.24
"ENSG00000100413.16" 1836.98
"ENSG00000100416.12" 1416.25
"ENSG00000100417.11" 1032.36
"ENSG00000100418.7" 2882.41
"ENSG00000100422.13" 3803.75
"ENSG00000100425.18" 3763.24
"ENSG00000100426.6" 6634.16
"ENSG00000100427.15" 3342.16
"ENSG00000100429.17" 1267.99
"ENSG00000100433.15" 3033.7
"ENSG00000100439.10" 2612.78
"ENSG00000100441.9" 3939.52
"ENSG00000100442.10" 1044.77
"ENSG00000100445.17" 746.3
"ENSG00000100448.3" 866.16
"ENSG00000100450.12" 446.58
"ENSG00000100453.12" 513.17
"ENSG00000100461.17" 1238.55
"ENSG00000100462.15" 1991.68
"ENSG00000100473.15" 1870.16
"ENSG00000100478.14" 1825
"ENSG00000100479.12" 780.86
"ENSG00000100483.13" 1402.73
"ENSG00000100485.11" 4886.2
"ENSG00000100490.9" 1650.63
"ENSG00000100503.23" 8003.16
"ENSG00000100504.16" 2068.78
"ENSG00000100505.13" 3467.16
"ENSG00000100519.11" 1054.83
"ENSG00000100522.8" 3223.71
"ENSG00000100523.14" 6719.42
"ENSG00000100526.19" 509.44
"ENSG00000100528.11" 755.68
"ENSG00000100532.11" 1198.83
"ENSG00000100554.11" 1427.44
"ENSG00000100557.9" 816.48
"ENSG00000100558.8" 1002.52
"ENSG00000100564.8" 907.42
"ENSG00000100565.15" 1015.36
"ENSG00000100567.12" 610.61
"ENSG00000100568.10" 1493.74
"ENSG00000100575.13" 743.53
"ENSG00000100577.18" 836.82
"ENSG00000100578.14" 2819.07
"ENSG00000100580.7" 7525.16
"ENSG00000100583.4" 1629.6
"ENSG00000100591.7" 920.42
"ENSG00000100592.15" 3290.25
"ENSG00000100593.17" 1919.07
"ENSG00000100596.6" 5123.6
"ENSG00000100599.15" 3390.35
"ENSG00000100600.14" 1330.6
"ENSG00000100601.9" 2005.99
"ENSG00000100603.13" 1395.67
"ENSG00000100604.12" 1769.06
"ENSG00000100605.16" 2565.94
"ENSG00000100612.13" 1041.28
"ENSG00000100614.17" 1903.51
"ENSG00000100625.8" 4528.6
"ENSG00000100626.16" 2339.76
"ENSG00000100628.11" 1852.51
"ENSG00000100629.16" 3514.18
"ENSG00000100632.10" 861.53
"ENSG00000100644.16" 3190.93
"ENSG00000100647.7" 4777.07
"ENSG00000100650.15" 1038.57
"ENSG00000100652.4" 1790.16
"ENSG00000100664.10" 2370.67
"ENSG00000100665.11" 1668.83
"ENSG00000100678.18" 3344.71
"ENSG00000100697.14" 7377.34
"ENSG00000100711.13" 1185.84
"ENSG00000100714.15" 2370.13
"ENSG00000100721.10" 667.48
"ENSG00000100722.18" 1711.14
"ENSG00000100726.14" 1725.72
"ENSG00000100731.15" 8277.5
"ENSG00000100739.10" 954.69
"ENSG00000100744.14" 1928.34
"ENSG00000100749.7" 1327.24
"ENSG00000100764.13" 690.92
"ENSG00000100767.15" 2679.11
"ENSG00000100784.10" 3872.96
"ENSG00000100796.17" 1791.72
"ENSG00000100802.14" 1361.12
"ENSG00000100804.18" 865.2
"ENSG00000100811.11" 4003.38
"ENSG00000100813.14" 2203.25
"ENSG00000100814.17" 1137.57
"ENSG00000100815.12" 8667.64
"ENSG00000100823.11" 1166.19
"ENSG00000100836.10" 1114.49
"ENSG00000100842.12" 2551.83
"ENSG00000100852.12" 5909.63
"ENSG00000100865.14" 734.59
"ENSG00000100867.14" 1579.64
"ENSG00000100883.11" 1918.33
"ENSG00000100884.9" 960.42
"ENSG00000100888.12" 3546.79
"ENSG00000100889.11" 1739.18
"ENSG00000100890.15" 1980.26
"ENSG00000100897.17" 1972.41
"ENSG00000100902.10" 758.72
"ENSG00000100906.10" 1133.78
"ENSG00000100908.13" 582.93
"ENSG00000100911.14" 603.22
"ENSG00000100916.13" 1832.37
"ENSG00000100918.12" 666.96
"ENSG00000100926.14" 1573.73
"ENSG00000100934.14" 3701.96
"ENSG00000100938.17" 1056.13
"ENSG00000100941.8" 3185.79
"ENSG00000100949.14" 1664.96
"ENSG00000100968.13" 1123.16
"ENSG00000100979.14" 1301.09
"ENSG00000100982.11" 2047.25
"ENSG00000100983.9" 1659
"ENSG00000100985.7" 2077.16
"ENSG00000100987.14" 1120.89
"ENSG00000100991.11" 2947.8
"ENSG00000100994.11" 3729.69
"ENSG00000100997.18" 1554.31
"ENSG00000101000.5" 1020.01
"ENSG00000101003.9" 2742
"ENSG00000101004.14" 2119.87
"ENSG00000101017.13" 1342.22
"ENSG00000101019.21" 1610.29
"ENSG00000101040.19" 4820.68
"ENSG00000101049.14" 2182.97
"ENSG00000101052.12" 1272.79
"ENSG00000101057.15" 2390.07
"ENSG00000101074.3" 1118.16
"ENSG00000101076.16" 6186.16
"ENSG00000101079.20" 2681.14
"ENSG00000101082.13" 2498.16
"ENSG00000101084.16" 821.59
"ENSG00000101096.19" 6969.89
"ENSG00000101098.12" 4944.16
"ENSG00000101104.12" 1182.55
"ENSG00000101109.11" 5691.81
"ENSG00000101115.12" 2472.55
"ENSG00000101126.15" 5053.2
"ENSG00000101132.9" 352.41
"ENSG00000101134.11" 880.06
"ENSG00000101138.11" 1560.2
"ENSG00000101144.12" 2199.45
"ENSG00000101146.12" 1379.06
"ENSG00000101150.17" 2051.65
"ENSG00000101152.10" 4979.61
"ENSG00000101158.13" 1738.18
"ENSG00000101160.13" 1213.08
"ENSG00000101161.7" 2785.16
"ENSG00000101162.3" 3237.16
"ENSG00000101166.15" 2034.16
"ENSG00000101180.15" 2400.16
"ENSG00000101181.17" 1078.81
"ENSG00000101182.14" 732.23
"ENSG00000101187.15" 1666.19
"ENSG00000101188.4" 2994.08
"ENSG00000101189.6" 2522.16
"ENSG00000101190.12" 2196.44
"ENSG00000101191.16" 4555.47
"ENSG00000101193.7" 4138.16
"ENSG00000101194.17" 1365.16
"ENSG00000101197.12" 1092.97
"ENSG00000101198.14" 860.94
"ENSG00000101199.12" 1926.53
"ENSG00000101200.5" 360.2
"ENSG00000101203.16" 1238.16
"ENSG00000101204.16" 2216
"ENSG00000101210.10" 1600.85
"ENSG00000101213.6" 2638.17
"ENSG00000101216.10" 3907.29
"ENSG00000101220.17" 1091.23
"ENSG00000101222.12" 1321.16
"ENSG00000101224.17" 2616.89
"ENSG00000101230.5" 2334.16
"ENSG00000101236.16" 4925.59
"ENSG00000101246.19" 1438.75
"ENSG00000101247.17" 719.88
"ENSG00000101251.11" 874.49
"ENSG00000101255.10" 2193.02
"ENSG00000101265.15" 5023.16
"ENSG00000101266.17" 2907.74
"ENSG00000101276.14" 2532.91
"ENSG00000101278.6" 272.36
"ENSG00000101280.7" 4417.16
"ENSG00000101282.8" 2448.16
"ENSG00000101290.13" 3461.31
"ENSG00000101292.7" 896.16
"ENSG00000101294.16" 1179.97
"ENSG00000101298.13" 4847.89
"ENSG00000101306.10" 1778.18
"ENSG00000101307.15" 1442.16
"ENSG00000101310.14" 2933.13
"ENSG00000101311.15" 3502.69
"ENSG00000101323.4" 1518.16
"ENSG00000101327.8" 2325.16
"ENSG00000101331.15" 1582.16
"ENSG00000101333.16" 5449.7
"ENSG00000101335.9" 1418.65
"ENSG00000101336.12" 1823.16
"ENSG00000101337.15" 3635.83
"ENSG00000101342.9" 1189.16
"ENSG00000101343.14" 3506.57
"ENSG00000101346.12" 4690.15
"ENSG00000101347.8" 4422.47
"ENSG00000101349.16" 4241.16
"ENSG00000101350.7" 5844.16
"ENSG00000101353.14" 1741.16
"ENSG00000101361.15" 983.86
"ENSG00000101363.12" 1055.2
"ENSG00000101365.20" 1194.18
"ENSG00000101367.8" 2364.16
"ENSG00000101384.11" 5235.95
"ENSG00000101391.20" 1237.58
"ENSG00000101400.5" 2083.16
"ENSG00000101405.3" 254.45
"ENSG00000101407.12" 3404.3
"ENSG00000101412.12" 2244.16
"ENSG00000101413.11" 3513.03
"ENSG00000101417.11" 1940.17
"ENSG00000101421.3" 1387.16
"ENSG00000101425.12" 784.78
"ENSG00000101435.4" 700.16
"ENSG00000101438.3" 2315.16
"ENSG00000101439.8" 627.65
"ENSG00000101440.9" 339.22
"ENSG00000101441.4" 492.17
"ENSG00000101442.9" 2306.16
"ENSG00000101443.17" 283.57
"ENSG00000101444.12" 1869.59
"ENSG00000101445.9" 5992.16
"ENSG00000101446.7" 217.8
"ENSG00000101447.13" 2106.02
"ENSG00000101448.13" 1795.91
"ENSG00000101452.14" 2115.43
"ENSG00000101457.12" 920.56
"ENSG00000101460.12" 549.2
"ENSG00000101463.5" 2263.16
"ENSG00000101464.10" 1357.7
"ENSG00000101470.9" 521.17
"ENSG00000101473.16" 878.69
"ENSG00000101474.11" 2161.71
"ENSG00000101489.19" 1202.16
"ENSG00000101493.10" 5977.39
"ENSG00000101542.9" 2229.46
"ENSG00000101544.8" 5037.89
"ENSG00000101546.12" 1108.16
"ENSG00000101557.14" 2367.29
"ENSG00000101558.13" 849.35
"ENSG00000101574.14" 2422.31
"ENSG00000101577.9" 5823.01
"ENSG00000101596.14" 7025.22
"ENSG00000101605.12" 3362.95
"ENSG00000101608.12" 908.64
"ENSG00000101624.10" 1963.17
"ENSG00000101638.13" 297.29
"ENSG00000101639.18" 3490.85
"ENSG00000101654.17" 4412.76
"ENSG00000101665.8" 2126.69
"ENSG00000101670.11" 2791.27
"ENSG00000101680.13" 3168.52
"ENSG00000101695.8" 4581.92
"ENSG00000101745.16" 9046.27
"ENSG00000101746.15" 1089.78
"ENSG00000101751.10" 1810.29
"ENSG00000101752.11" 9214.75
"ENSG00000101773.17" 1942.94
"ENSG00000101782.14" 2491.62
"ENSG00000101811.13" 1700.14
"ENSG00000101812.12" 698.51
"ENSG00000101825.7" 9534.16
"ENSG00000101842.13" 1790.63
"ENSG00000101843.18" 1043.75
"ENSG00000101844.17" 1918.08
"ENSG00000101846.6" 6262.16
"ENSG00000101849.15" 5220.09
"ENSG00000101850.12" 600.16
"ENSG00000101856.9" 1651.6
"ENSG00000101868.10" 4472.12
"ENSG00000101871.14" 4698.84
"ENSG00000101882.9" 4049.2
"ENSG00000101883.4" 510.17
"ENSG00000101888.11" 1977.37
"ENSG00000101890.4" 3455.16
"ENSG00000101892.11" 3863.83
"ENSG00000101898.5" 287.31
"ENSG00000101901.11" 667.88
"ENSG00000101911.12" 2164.5
"ENSG00000101916.11" 3532.66
"ENSG00000101928.12" 1480.56
"ENSG00000101935.9" 5237.72
"ENSG00000101938.14" 2154.16
"ENSG00000101940.17" 1147.06
"ENSG00000101945.16" 2612.75
"ENSG00000101951.16" 475.63
"ENSG00000101955.14" 1517.88
"ENSG00000101958.13" 1937.92
"ENSG00000101966.12" 2884.45
"ENSG00000101972.18" 4806.97
"ENSG00000101974.14" 3885.75
"ENSG00000101977.19" 1657.16
"ENSG00000101981.10" 1218.26
"ENSG00000101986.11" 2453.79
"ENSG00000101997.12" 2060.16
"ENSG00000102001.12" 3041.39
"ENSG00000102003.10" 1761.56
"ENSG00000102007.10" 814.2
"ENSG00000102010.14" 1480.44
"ENSG00000102021.10" 1347.16
"ENSG00000102024.17" 2982.76
"ENSG00000102030.15" 825.81
"ENSG00000102032.12" 882.54
"ENSG00000102034.16" 3887.29
"ENSG00000102038.15" 3573.94
"ENSG00000102043.15" 857.15
"ENSG00000102048.15" 1082.23
"ENSG00000102053.12" 5891.38
"ENSG00000102054.17" 1843.53
"ENSG00000102055.6" 621.16
"ENSG00000102057.9" 3982.15
"ENSG00000102076.9" 589.52
"ENSG00000102078.15" 732.19
"ENSG00000102081.13" 3326.24
"ENSG00000102096.9" 1717.62
"ENSG00000102098.17" 2978.99
"ENSG00000102100.15" 1557.29
"ENSG00000102103.15" 621.97
"ENSG00000102104.8" 1769.16
"ENSG00000102109.8" 791.16
"ENSG00000102119.10" 748.57
"ENSG00000102125.15" 1302.77
"ENSG00000102128.8" 770.16
"ENSG00000102144.13" 2117.13
"ENSG00000102145.13" 1059.66
"ENSG00000102158.19" 2942.1
"ENSG00000102172.15" 1521.98
"ENSG00000102174.8" 5913.16
"ENSG00000102178.12" 2033.79
"ENSG00000102181.20" 3178.96
"ENSG00000102189.16" 7988.92
"ENSG00000102195.9" 1692.16
"ENSG00000102218.5" 3544.16
"ENSG00000102221.13" 4479.05
"ENSG00000102225.15" 2140.79
"ENSG00000102226.9" 2755.68
"ENSG00000102230.13" 2027.16
"ENSG00000102239.4" 2574.16
"ENSG00000102241.11" 2403.95
"ENSG00000102243.12" 543.43
"ENSG00000102245.7" 1509.66
"ENSG00000102265.11" 619.87
"ENSG00000102271.13" 3461.78
"ENSG00000102287.17" 5168.48
"ENSG00000102290.21" 8887.16
"ENSG00000102302.7" 4016.16
"ENSG00000102309.12" 888.76
"ENSG00000102312.20" 1232.66
"ENSG00000102313.8" 2554.17
"ENSG00000102316.16" 1354.91
"ENSG00000102317.17" 1334.04
"ENSG00000102349.16" 4562.16
"ENSG00000102359.5" 1879.16
"ENSG00000102362.15" 2507.22
"ENSG00000102383.13" 3976.83
"ENSG00000102384.13" 2426.02
"ENSG00000102385.12" 6576.16
"ENSG00000102387.15" 2082.16
"ENSG00000102390.10" 916.05
"ENSG00000102393.9" 853.11
"ENSG00000102401.19" 2218.99
"ENSG00000102409.9" 1069.16
"ENSG00000102445.18" 1689.16
"ENSG00000102452.15" 3254.2
"ENSG00000102466.15" 12623.16
"ENSG00000102468.10" 5170.16
"ENSG00000102471.13" 2288.48
"ENSG00000102524.11" 1226.8
"ENSG00000102531.16" 5780.11
"ENSG00000102539.5" 980.16
"ENSG00000102543.14" 704.9
"ENSG00000102547.18" 2343.75
"ENSG00000102554.13" 2374.85
"ENSG00000102572.14" 1738.01
"ENSG00000102575.10" 603.42
"ENSG00000102580.14" 5332.16
"ENSG00000102595.18" 3079.98
"ENSG00000102606.17" 3321.03
"ENSG00000102678.6" 1551.15
"ENSG00000102683.7" 1365.16
"ENSG00000102699.5" 5141.36
"ENSG00000102710.19" 1822.93
"ENSG00000102738.7" 1193.95
"ENSG00000102743.14" 1317.9
"ENSG00000102753.9" 4215.16
"ENSG00000102755.10" 4977.13
"ENSG00000102760.12" 701.16
"ENSG00000102763.16" 6286.17
"ENSG00000102780.16" 6544.68
"ENSG00000102781.13" 4924.28
"ENSG00000102786.14" 3289.24
"ENSG00000102794.9" 1872.16
"ENSG00000102796.10" 544.54
"ENSG00000102802.9" 1153.72
"ENSG00000102804.14" 2887
"ENSG00000102805.14" 2392.99
"ENSG00000102837.6" 2638.16
"ENSG00000102854.15" 945.1
"ENSG00000102858.12" 3034.68
"ENSG00000102870.5" 5828.16
"ENSG00000102871.15" 1467.69
"ENSG00000102878.16" 769.65
"ENSG00000102879.15" 898.84
"ENSG00000102882.11" 1222.45
"ENSG00000102886.14" 1138.16
"ENSG00000102890.14" 2022.16
"ENSG00000102891.3" 55.18
"ENSG00000102893.15" 3917.69
"ENSG00000102897.9" 924.88
"ENSG00000102898.11" 963.05
"ENSG00000102900.12" 1968.22
"ENSG00000102901.12" 1582.62
"ENSG00000102904.14" 2170.16
"ENSG00000102908.20" 11057.85
"ENSG00000102910.13" 4540.48
"ENSG00000102921.7" 3835.45
"ENSG00000102924.11" 1082.83
"ENSG00000102931.7" 1871.11
"ENSG00000102934.9" 1338.61
"ENSG00000102935.11" 3759.16
"ENSG00000102962.4" 2670.16
"ENSG00000102967.11" 1762.71
"ENSG00000102970.10" 323.75
"ENSG00000102974.14" 3582.58
"ENSG00000102977.13" 1187.93
"ENSG00000102978.12" 1482.16
"ENSG00000102981.9" 995.93
"ENSG00000102984.14" 1420.15
"ENSG00000102996.4" 3991.16
"ENSG00000103005.11" 1344.94
"ENSG00000103018.16" 1261.39
"ENSG00000103021.9" 2804.65
"ENSG00000103023.11" 1009.59
"ENSG00000103024.7" 698.78
"ENSG00000103034.14" 1614.71
"ENSG00000103035.10" 1202.63
"ENSG00000103037.11" 1639.54
"ENSG00000103042.8" 3365.2
"ENSG00000103043.14" 2304.2
"ENSG00000103044.10" 3609.39
"ENSG00000103047.7" 3780.82
"ENSG00000103051.18" 2118.82
"ENSG00000103056.11" 5194.16
"ENSG00000103061.12" 3264.12
"ENSG00000103064.13" 4171.23
"ENSG00000103066.12" 2010.15
"ENSG00000103067.12" 2791.4
"ENSG00000103089.8" 2165.16
"ENSG00000103091.14" 1744.86
"ENSG00000103111.14" 3149.19
"ENSG00000103121.8" 371.27
"ENSG00000103126.14" 3126.02
"ENSG00000103145.10" 494.35
"ENSG00000103148.15" 1917.42
"ENSG00000103150.5" 11395.89
"ENSG00000103152.11" 898.5
"ENSG00000103154.9" 300.28
"ENSG00000103160.11" 3194.21
"ENSG00000103168.16" 2277.15
"ENSG00000103174.11" 1748.88
"ENSG00000103175.10" 1275.16
"ENSG00000103184.11" 6200.16
"ENSG00000103187.7" 1523.83
"ENSG00000103194.15" 2451.33
"ENSG00000103196.11" 4327.16
"ENSG00000103197.16" 2187.15
"ENSG00000103199.13" 2451.88
"ENSG00000103200.6" 213.86
"ENSG00000103202.12" 762.34
"ENSG00000103222.18" 6206.93
"ENSG00000103226.17" 2618.37
"ENSG00000103227.18" 1976.53
"ENSG00000103241.6" 3257.16
"ENSG00000103245.13" 1713.46
"ENSG00000103248.18" 1583.28
"ENSG00000103249.17" 2721.27
"ENSG00000103253.17" 860.25
"ENSG00000103254.9" 733.4
"ENSG00000103257.8" 3799.55
"ENSG00000103260.8" 1166.53
"ENSG00000103264.16" 2648.49
"ENSG00000103266.10" 972.16
"ENSG00000103269.13" 1301.16
"ENSG00000103274.10" 895.87
"ENSG00000103275.19" 1130.38
"ENSG00000103310.10" 1257.87
"ENSG00000103313.12" 3240.16
"ENSG00000103316.10" 1141.16
"ENSG00000103319.11" 5860.74
"ENSG00000103326.11" 3107.63
"ENSG00000103335.20" 2336.12
"ENSG00000103342.12" 2033.2
"ENSG00000103343.12" 1479.97
"ENSG00000103351.12" 1674.66
"ENSG00000103353.15" 3067.16
"ENSG00000103355.13" 1440.53
"ENSG00000103356.15" 1996.42
"ENSG00000103363.14" 412.08
"ENSG00000103365.15" 3376.54
"ENSG00000103375.10" 1058.66
"ENSG00000103381.11" 2704.74
"ENSG00000103404.14" 7064.05
"ENSG00000103415.11" 992.69
"ENSG00000103423.13" 2205.65
"ENSG00000103426.12" 3025.16
"ENSG00000103429.10" 1852.41
"ENSG00000103449.11" 3637.16
"ENSG00000103460.16" 2865.16
"ENSG00000103472.9" 1791.55
"ENSG00000103479.15" 3455.31
"ENSG00000103485.17" 2016.86
"ENSG00000103489.11" 9632.16
"ENSG00000103490.13" 591.3
"ENSG00000103494.12" 3063.24
"ENSG00000103495.13" 1332.16
"ENSG00000103496.14" 1087.61
"ENSG00000103502.13" 1376.74
"ENSG00000103507.13" 1772.88
"ENSG00000103510.19" 1142.48
"ENSG00000103512.14" 2945.78
"ENSG00000103522.15" 4590.16
"ENSG00000103528.16" 1720.96
"ENSG00000103534.16" 2721.71
"ENSG00000103540.16" 4590.84
"ENSG00000103544.14" 2051.99
"ENSG00000103546.18" 1866.09
"ENSG00000103549.21" 2901.52
"ENSG00000103550.13" 2015.45
"ENSG00000103569.9" 2544.16
"ENSG00000103591.12" 2088.43
"ENSG00000103599.19" 1286.26
"ENSG00000103642.11" 1615.3
"ENSG00000103647.12" 3181.37
"ENSG00000103653.16" 1758.5
"ENSG00000103657.13" 2916.5
"ENSG00000103671.9" 1692.18
"ENSG00000103707.9" 1576.3
"ENSG00000103710.10" 2381.16
"ENSG00000103723.12" 1944.8
"ENSG00000103740.9" 1168.06
"ENSG00000103742.11" 3498.89
"ENSG00000103769.9" 653.78
"ENSG00000103811.15" 765.58
"ENSG00000103832.10" 1496.16
"ENSG00000103852.12" 1763.95
"ENSG00000103855.17" 1653.53
"ENSG00000103876.11" 1302.68
"ENSG00000103888.15" 6967.16
"ENSG00000103932.11" 2112.49
"ENSG00000103942.12" 1720.47
"ENSG00000103966.10" 6141.81
"ENSG00000103978.15" 2392.34
"ENSG00000103994.16" 7588.36
"ENSG00000103995.13" 3952.66
"ENSG00000104043.14" 3865.16
"ENSG00000104044.15" 1741.16
"ENSG00000104047.14" 978.44
"ENSG00000104055.15" 2251.16
"ENSG00000104059.4" 3100.02
"ENSG00000104064.16" 1598.37
"ENSG00000104067.16" 4503.57
"ENSG00000104081.13" 3388.63
"ENSG00000104093.13" 2776.53
"ENSG00000104112.8" 1865.83
"ENSG00000104129.9" 334.17
"ENSG00000104131.12" 1710.18
"ENSG00000104133.14" 3122.19
"ENSG00000104140.6" 1446.16
"ENSG00000104142.10" 3555.67
"ENSG00000104147.8" 963.76
"ENSG00000104154.6" 5647.34
"ENSG00000104164.10" 2695.55
"ENSG00000104177.17" 2269.62
"ENSG00000104205.12" 3191
"ENSG00000104213.12" 1263.88
"ENSG00000104218.14" 2733.2
"ENSG00000104219.12" 1688.4
"ENSG00000104221.12" 2288.3
"ENSG00000104228.12" 3904.92
"ENSG00000104231.10" 933.19
"ENSG00000104237.7" 2451
"ENSG00000104267.9" 1458.16
"ENSG00000104290.10" 13477.74
"ENSG00000104299.14" 1806.24
"ENSG00000104312.7" 1866.97
"ENSG00000104313.17" 3484.16
"ENSG00000104320.13" 4233.89
"ENSG00000104321.10" 4692.46
"ENSG00000104324.15" 1011.13
"ENSG00000104325.6" 889.15
"ENSG00000104327.7" 1060.05
"ENSG00000104331.8" 6585.68
"ENSG00000104332.11" 3800.26
"ENSG00000104341.16" 2721.79
"ENSG00000104343.19" 2658.64
"ENSG00000104356.10" 4132.8
"ENSG00000104361.9" 3796.99
"ENSG00000104365.13" 3135.45
"ENSG00000104368.17" 926.98
"ENSG00000104369.4" 4119.16
"ENSG00000104371.4" 635.16
"ENSG00000104375.15" 2465.71
"ENSG00000104381.12" 2729.13
"ENSG00000104388.14" 924.9
"ENSG00000104408.9" 1182.93
"ENSG00000104412.7" 907.58
"ENSG00000104413.15" 2447.98
"ENSG00000104415.13" 3585.16
"ENSG00000104419.14" 2034.34
"ENSG00000104427.11" 2618.01
"ENSG00000104432.12" 339.88
"ENSG00000104435.13" 943.52
"ENSG00000104442.9" 2733.2
"ENSG00000104447.11" 6117.11
"ENSG00000104450.12" 3381.21
"ENSG00000104472.9" 888.87
"ENSG00000104490.17" 779.46
"ENSG00000104497.13" 2153.99
"ENSG00000104499.6" 313.73
"ENSG00000104517.12" 2886.97
"ENSG00000104518.10" 1633.19
"ENSG00000104522.15" 930.31
"ENSG00000104524.13" 2178.12
"ENSG00000104529.17" 692.44
"ENSG00000104537.16" 819.41
"ENSG00000104549.11" 2178.77
"ENSG00000104611.11" 2327.26
"ENSG00000104613.11" 1199.3
"ENSG00000104626.14" 2672.19
"ENSG00000104635.13" 4260.34
"ENSG00000104643.9" 4372.42
"ENSG00000104660.17" 1473.86
"ENSG00000104671.7" 859.35
"ENSG00000104679.10" 1399.74
"ENSG00000104687.12" 2860.16
"ENSG00000104689.9" 2260.47
"ENSG00000104691.14" 945.35
"ENSG00000104695.12" 1739.39
"ENSG00000104714.13" 1320.87
"ENSG00000104722.13" 2183.51
"ENSG00000104723.20" 716.75
"ENSG00000104728.15" 3876
"ENSG00000104731.13" 1509.62
"ENSG00000104738.16" 1344.61
"ENSG00000104755.14" 1624.77
"ENSG00000104756.15" 2211.39
"ENSG00000104760.16" 514.17
"ENSG00000104763.18" 1708.55
"ENSG00000104765.15" 1670.16
"ENSG00000104774.12" 2791.1
"ENSG00000104783.11" 998.31
"ENSG00000104804.7" 528.82
"ENSG00000104805.15" 1838.7
"ENSG00000104808.7" 776.02
"ENSG00000104812.14" 1723.81
"ENSG00000104814.12" 1694.1
"ENSG00000104818.14" 442.18
"ENSG00000104823.8" 804.32
"ENSG00000104824.16" 1391.57
"ENSG00000104825.16" 1419.27
"ENSG00000104826.12" 255.45
"ENSG00000104827.12" 618.16
"ENSG00000104833.11" 2293.16
"ENSG00000104835.14" 1323.81
"ENSG00000104848.1" 4113.16
"ENSG00000104852.14" 1433.72
"ENSG00000104853.15" 2095.07
"ENSG00000104856.13" 1938.95
"ENSG00000104859.14" 988.52
"ENSG00000104863.11" 369.29
"ENSG00000104866.10" 2583.68
"ENSG00000104870.12" 954.01
"ENSG00000104872.10" 822.08
"ENSG00000104879.4" 1398.16
"ENSG00000104880.17" 4335.4
"ENSG00000104881.15" 784.41
"ENSG00000104883.7" 577.16
"ENSG00000104884.14" 2515.67
"ENSG00000104885.17" 6604.79
"ENSG00000104886.10" 998.21
"ENSG00000104888.9" 2714.16
"ENSG00000104889.4" 899.22
"ENSG00000104892.16" 1521.16
"ENSG00000104894.11" 1048.84
"ENSG00000104897.9" 1328.64
"ENSG00000104899.6" 1085.54
"ENSG00000104901.6" 672.13
"ENSG00000104903.4" 1231.16
"ENSG00000104904.12" 531.64
"ENSG00000104907.12" 1492.56
"ENSG00000104915.14" 808.55
"ENSG00000104918.7" 144.34
"ENSG00000104921.14" 862.17
"ENSG00000104936.17" 1753.36
"ENSG00000104938.16" 2730.16
"ENSG00000104941.7" 1912.16
"ENSG00000104946.11" 1458.23
"ENSG00000104951.15" 1604.16
"ENSG00000104953.19" 855.56
"ENSG00000104957.13" 950.4
"ENSG00000104960.15" 1233.38
"ENSG00000104964.14" 1016.21
"ENSG00000104967.6" 2842.92
"ENSG00000104969.9" 2020.11
"ENSG00000104970.10" 1707.41
"ENSG00000104972.15" 2499.7
"ENSG00000104973.15" 1608.36
"ENSG00000104974.10" 1792.66
"ENSG00000104976.11" 1138.47
"ENSG00000104979.8" 557.98
"ENSG00000104980.7" 1584.15
"ENSG00000104983.8" 1095.03
"ENSG00000104998.3" 2703.16
"ENSG00000105011.8" 1764.54
"ENSG00000105048.16" 592.01
"ENSG00000105053.10" 1296.39
"ENSG00000105058.11" 1147.59
"ENSG00000105063.18" 3652.89
"ENSG00000105072.8" 2650.29
"ENSG00000105085.10" 3040.64
"ENSG00000105088.8" 1253.75
"ENSG00000105122.12" 1454.43
"ENSG00000105127.8" 3289.48
"ENSG00000105131.7" 1512.16
"ENSG00000105135.15" 1759.87
"ENSG00000105136.19" 1480.68
"ENSG00000105137.12" 2620.26
"ENSG00000105141.5" 1747.16
"ENSG00000105143.12" 1258.58
"ENSG00000105146.12" 542.69
"ENSG00000105171.9" 440.78
"ENSG00000105173.13" 1402.41
"ENSG00000105176.17" 1963.2
"ENSG00000105185.11" 424.47
"ENSG00000105186.15" 3697.1
"ENSG00000105193.8" 307.3
"ENSG00000105197.10" 1078.95
"ENSG00000105198.10" 228.77
"ENSG00000105202.7" 571.11
"ENSG00000105204.13" 1738.15
